round,winner,results,year,gender,player1,player2,country1,country2,firstServe1,firstServe2,ace1,ace2,double1,double2,firstPointWon1,firstPointWon2,secPointWon1,secPointWon2,fastServe1,fastServe2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,break1,break2,return1,return2,total1,total2,winner1,winner2,error1,error2,net1,net2,FirstandSecondPointWon1,FirstandSecondPointWon2,,,,,,,,
Fourth,Roger Federer,6-3 7-5 6-4,2014,m,Roger Federer,Jo-Wilfried Tsonga,SUI,FRA,57,52,7,8,1,1,88,70,69,55,202,224,184,191,146,146,43,0,38,20,100,72,43,29,21,28,83,44,60.72,38.5,,,,,,,,
Fourth,Grigor Dimitrov,6-3 3-6 6-2 6-4,2014,m,Grigor Dimitrov,Roberto Bautista-Agut,BUL,ESP,60,64,11,5,3,1,85,68,47,59,219,198,192,171,147,147,80,20,35,30,114,100,38,27,34,45,66,57,39.95,40.12,,,,,,,,
Fourth,Stanislas Wawrinka,6-3 7-6(3) 7-6(5),2014,m,Stanislas Wawrinka,Tommy Robredo,SUI,ESP,56,71,14,1,3,0,90,70,51,45,221,199,197,185,149,149,40,25,37,27,118,96,57,24,37,22,68,81,45.9,31.5,,,,,,,,
Fourth,David Ferrer,6-7(5) 7-5 6-2 6-1,2014,m,David Ferrer,Florian Mayer,ESP,GER,63,61,3,4,1,3,74,55,55,46,189,193,171,179,137,137,47,27,48,33,153,118,64,33,43,49,70,52,40.7,25.3,,,,,,,,
Third,Roberto Bautista-Agut,6-2 6-1 6-4,2014,m,Roberto Bautista-Agut,Benoit Paire,ESP,FRA,83,58,4,13,1,3,71,63,54,29,194,202,168,186,140,140,35,29,52,32,96,65,21,31,23,59,79,50,38.34,18.27,,,,,,,,
Third,Roger Federer,6-2 6-2 6-3,2014,m,Roger Federer,Teimuraz Gabashvili,SUI,RUS,62,69,6,3,1,5,87,60,57,36,202,194,180,178,148,148,36,0,47,25,98,66,35,27,18,33,55,37,49.59,21.6,,,,,,,,
Third,Andy Murray,7-6(2) 6-4 6-2,2014,m,Andy Murray,Feliciano Lopez,GBR,ESP,64,57,6,8,2,7,86,70,48,47,206,214,174,193,155,155,36,100,40,27,106,84,29,31,30,44,61,70,41.28,32.9,,,,,,,,
Third,Grigor Dimitrov,6-3 3-6 6-4 7-6(10),2014,m,Grigor Dimitrov,Milos Raonic,BUL,CAN,60,59,15,21,5,5,83,74,75,59,217,226,194,200,169,169,50,33,32,20,128,107,49,50,13,39,80,42,62.25,43.66,,,,,,,,
Third,Kei Nishikori,7-5 6-1 6-0,2014,m,Kei Nishikori,Donald Young,JPN,USA,54,64,3,1,1,5,71,49,60,27,193,201,176,162,140,140,67,25,59,34,93,56,30,17,27,32,43,50,42.6,13.23,,,,,,,,
Third,Jo-Wilfried Tsonga,7-6(5) 6-4 6-2,2014,m,Jo-Wilfried Tsonga,Gilles Simon,FRA,FRA,66,53,17,7,0,3,80,79,65,58,223,198,189,181,137,137,50,0,31,25,94,79,40,21,29,25,74,82,52,45.82,,,,,,,,
Third,Stephane Robert,6-0 7-6(2) 6-4,2014,m,Stephane Robert,Martin Klizan,FRA,SVK,72,53,7,6,5,4,86,65,46,48,194,196,177,176,146,146,40,0,43,25,105,75,35,36,23,38,82,62,39.56,31.2,,,,,,,,
Third,Rafael Nadal,6-1 6-2 6-3,2014,m,Rafael Nadal,Gael Monfils,ESP,FRA,67,69,2,10,0,5,72,57,77,33,205,216,182,190,154,154,50,0,50,27,107,70,21,33,18,57,69,44,55.44,18.81,,,,,,,,
Third,Kevin Anderson,3-6 4-6 6-3 7-6(5) 7-5,2014,m,Kevin Anderson,Edouard Roger-Vasselin,RSA,FRA,67,74,27,8,6,4,76,72,52,44,220,196,198,177,143,143,25,43,35,32,164,162,82,43,69,34,73,59,39.52,31.68,,,,,,,,
Third,Tommy Robredo,2-6 7-5 6-4 7-6(6),2014,m,Tommy Robredo,Richard Gasquet,ESP,FRA,65,62,16,4,3,5,78,72,43,53,204,204,185,176,148,148,43,33,36,35,140,137,51,62,38,34,72,77,33.54,38.16,,,,,,,,
Third,David Ferrer,6-2 7-6(5) 6-2,2014,m,David Ferrer,Jeremy Chardy,ESP,FRA,72,58,2,8,1,8,70,69,71,36,187,212,173,197,162,162,45,33,45,30,111,87,22,30,24,51,83,63,49.7,24.84,,,,,,,,
Third,Tomas Berdych,6-4 6-2 6-2,2014,m,Tomas Berdych,Damir Dzumhur,CZE,BIH,57,44,13,5,1,6,90,71,61,39,215,190,199,174,143,143,56,0,47,22,93,58,32,21,26,34,72,56,54.9,27.69,,,,,,,,
Third,Florian Mayer,7-5 6-2 6-2,2014,m,Florian Mayer,Jerzy Janowicz,GER,POL,68,53,17,3,0,7,91,69,68,41,188,220,165,186,151,151,45,0,44,16,98,63,38,34,7,44,92,73,61.88,28.29,,,,,,,,
Third,Novak Djokovic,6-3 6-3 7-5,2014,m,Novak Djokovic,Denis Istomin,SRB,UZB,63,65,6,5,1,1,78,73,69,33,205,203,188,182,143,143,63,100,41,26,93,71,31,14,23,26,76,33,53.82,24.09,,,,,,,,
Third,Fabio Fognini,7-5 6-4 6-4,2014,m,Fabio Fognini,Sam Querrey,ITA,USA,60,63,9,10,3,1,75,66,72,50,203,214,178,193,146,146,40,25,40,26,108,86,43,27,26,41,64,48,54,33,,,,,,,,
Second,Donald Young,6-4 2-6 6-3 4-6 7-5,2014,m,Donald Young,Andreas Seppi,USA,ITA,61,57,6,12,15,10,66,68,43,52,199,196,168,174,132,132,40,33,39,43,158,165,47,47,78,65,65,60,28.38,35.36,,,,,,,,
Second,Rafael Nadal,6-2 6-4 6-2,2014,m,Rafael Nadal,Thanasi Kokkinakis,ESP,AUS,74,67,7,4,1,3,82,63,58,38,199,203,179,187,153,153,50,0,45,24,91,61,39,21,19,24,79,80,47.56,23.94,,,,,,,,
Second,Teimuraz Gabashvili,7-6(1) 3-6 2-6 6-4 6-4,2014,m,Teimuraz Gabashvili,Fernando Verdasco,RUS,ESP,68,60,2,12,4,18,64,70,57,54,199,215,172,181,154,154,29,60,36,38,146,156,24,56,51,71,60,58,36.48,37.8,,,,,,,,
Second,Stephane Robert,7-6(3) 6-1 6-7(3) 6-1,2014,m,Stephane Robert,Michal Przysiezny,FRA,POL,58,58,13,12,8,6,78,66,58,44,196,210,177,190,155,155,35,29,44,31,143,112,43,46,28,63,87,61,45.24,29.04,,,,,,,,
Second,Roberto Bautista-Agut,4-6 6-3 5-7 6-4 7-5,2014,m,Roberto Bautista-Agut,Juan Martin Del Potro,ESP,ARG,69,72,12,28,6,2,77,72,45,50,199,213,173,190,151,151,63,24,34,33,162,152,72,53,59,41,71,52,34.65,36,,,,,,,,
Second,Jo-Wilfried Tsonga,7-6(6) 6-4 6-4,2014,m,Jo-Wilfried Tsonga,Thomaz Bellucci,FRA,BRA,64,45,14,9,6,5,86,65,55,59,218,207,191,186,158,158,33,25,39,25,110,88,47,19,28,29,67,72,47.3,38.35,,,,,,,,
Second,Gael Monfils,7-6(2) 7-5 6-2,2014,m,Gael Monfils,Jack Sock,FRA,USA,62,58,13,5,3,9,84,70,66,47,213,217,187,195,164,164,36,100,40,23,117,92,39,34,30,37,77,55,55.44,32.9,,,,,,,,
Second,Roger Federer,6-2 6-1 7-6(4),2014,m,Roger Federer,Blaz Kavcic,SUI,SLO,76,62,11,6,0,3,78,52,50,47,208,202,180,181,142,142,55,50,49,29,103,72,52,14,35,21,79,31,39,24.44,,,,,,,,
Second,Benoit Paire,6-7(5) 6-7(5) 6-4 6-2 6-2,2014,m,Benoit Paire,Nick Kyrgios,FRA,AUS,50,66,32,24,5,11,84,70,59,43,208,211,186,189,153,153,29,20,39,29,188,159,78,59,45,74,88,60,49.56,30.1,,,,,,,,
Second,Grigor Dimitrov,6-3 6-3 7-6(11),2014,m,Grigor Dimitrov,Yen-Hsun Lu,BUL,TPE,59,70,15,2,7,2,86,58,46,54,216,194,196,178,151,151,24,50,43,30,117,95,36,23,35,46,56,72,39.56,31.32,,,,,,,,
Second,Andy Murray,6-2 6-2 7-5,2014,m,Andy Murray,Vincent Millot,GBR,FRA,59,55,5,2,5,7,80,46,55,44,207,196,172,175,143,143,47,75,55,31,106,68,25,22,31,55,100,60,44,20.24,,,,,,,,
Second,Kei Nishikori,6-1 6-1 7-6(3),2014,m,Kei Nishikori,Dusan Lajovic,JPN,SRB,64,70,5,7,3,3,83,58,52,30,197,203,174,167,140,140,50,20,51,28,104,68,30,17,27,49,71,57,43.16,17.4,,,,,,,,
Second,Florian Mayer,6-4 3-6 6-3 3-6 6-3,2014,m,Florian Mayer,Mikhail Youzhny,GER,RUS,60,55,19,14,3,5,78,74,65,59,200,191,178,179,150,150,36,43,33,28,136,126,48,48,41,46,69,67,50.7,43.66,,,,,,,,
Second,Vasek Pospisil,3-6 7-6(6) 7-6(9) 6-1,2014,m,Vasek Pospisil,Matthew Ebden,CAN,AUS,60,68,13,8,3,3,77,75,61,48,210,196,190,174,149,149,80,27,34,30,132,121,46,30,47,43,64,74,46.97,36,,,,,,,,
Second,Jerzy Janowicz,4-6 7-6(3) 7-6(5) 6-3,2014,m,Jerzy Janowicz,Pablo Andujar,POL,ESP,67,79,15,11,5,1,71,64,48,67,224,186,194,171,144,144,27,27,35,36,151,149,63,57,47,28,61,65,34.08,42.88,,,,,,,,
Second,Sam Querrey,6-2 6-3 6-4,2014,m,Sam Querrey,Ernests Gulbis,USA,LAT,72,46,19,7,4,4,88,66,55,51,220,220,200,204,170,170,56,33,42,21,88,59,30,19,21,41,55,55,48.4,33.66,,,,,,,,
Second,Kevin Anderson,6-4 6-3 6-4,2014,m,Kevin Anderson,Dominic Thiem,RSA,AUT,65,59,15,10,5,3,83,76,64,52,218,215,199,190,150,150,60,0,34,24,87,69,30,28,22,21,80,40,53.12,39.52,,,,,,,,
Second,Stanislas Wawrinka,6-3 6-3 6-7(4) 6-4,2014,m,Stanislas Wawrinka,Alejandro Falla,SUI,COL,56,60,9,1,4,3,83,69,56,46,214,197,180,176,135,135,35,29,40,29,142,117,61,26,46,37,79,62,46.48,31.74,,,,,,,,
Second,David Ferrer,7-6(2) 5-7 6-0 6-3,2014,m,David Ferrer,Adrian Mannarino,ESP,FRA,68,55,0,5,4,1,70,58,47,41,187,199,174,170,139,139,53,50,50,37,142,113,32,32,48,73,95,58,32.9,23.78,,,,,,,,
Second,Tommy Robredo,6-3 6-7(4) 6-1 7-6(6),2014,m,Tommy Robredo,Julien Benneteau,ESP,FRA,58,62,17,14,3,6,74,71,63,46,207,205,184,182,151,151,31,9,39,30,159,138,66,64,25,65,76,65,46.62,32.66,,,,,,,,
Second,Fabio Fognini,7-5 6-4 3-6 6-2,2014,m,Fabio Fognini,Jarkko Nieminen,ITA,FIN,58,65,9,3,12,5,74,66,48,50,207,199,179,172,128,128,33,13,39,37,144,134,51,24,60,37,82,63,35.52,33,,,,,,,,
Second,Denis Istomin,7-6(3) 4-6 6-1 6-4,2014,m,Denis Istomin,Dmitry Tursunov,UZB,RUS,54,53,14,5,1,5,73,74,67,48,201,209,179,187,143,143,63,30,38,30,127,106,46,31,34,44,78,63,48.91,35.52,,,,,,,,
Second,Jeremy Chardy,7-5 7-6(5) 6-7(3) 7-6(5),2014,m,Jeremy Chardy,Alexandr Dolgopolov,FRA,UKR,60,71,22,15,10,2,77,70,46,47,215,210,197,171,136,136,36,33,37,35,164,160,76,43,73,36,63,79,35.42,32.9,,,,,,,,
Second,Richard Gasquet,7-6(3) 6-4 6-4,2014,m,Richard Gasquet,Nikolay Davydenko,FRA,RUS,58,77,9,6,5,1,71,59,50,44,201,207,177,163,143,143,55,80,45,38,110,97,33,39,37,43,67,75,35.5,25.96,,,,,,,,
First,Roger Federer,6-4 6-4 6-2,2014,m,Roger Federer,James Duckworth,SUI,AUS,58,52,11,13,5,3,89,75,58,43,207,216,185,176,162,162,24,0,40,24,96,74,30,34,17,38,82,56,51.62,32.25,,,,,,,,
First,Marin Cilic,4-6 4-6 6-3 6-3 6-2,2014,m,Marin Cilic,Marcel Granollers,CRO,ESP,58,61,22,13,4,4,81,70,60,47,219,207,188,181,146,146,63,67,39,28,145,124,63,41,53,34,68,69,48.6,32.9,,,,,,,,
First,Martin Klizan,6-2 7-6(6) ret.,2014,m,Martin Klizan,John Isner,SVK,USA,54,78,9,10,2,0,83,69,81,40,198,215,176,187,161,161,40,0,37,18,71,52,27,23,10,23,33,50,67.23,27.6,,,,,,,,
First,Thanasi Kokkinakis,7-6(4) 0-6 7-6(3) 6-2,2014,m,Thanasi Kokkinakis,Igor Sijsling,AUS,NED,54,59,8,20,9,5,70,78,53,45,204,207,185,187,142,142,60,44,36,38,135,135,54,53,45,47,61,64,37.1,35.1,,,,,,,,
First,Fernando Verdasco,5-7 6-3 6-2 6-3,2014,m,Fernando Verdasco,Ze Zhang,ESP,CHN,61,58,20,7,6,6,84,69,53,53,221,210,188,188,155,155,36,20,38,28,125,101,44,20,40,48,64,59,44.52,36.57,,,,,,,,
First,Jo-Wilfried Tsonga,7-5 6-3 6-3,2014,m,Jo-Wilfried Tsonga,Filippo Volandri,FRA,ITA,62,57,15,2,1,6,73,63,74,47,213,180,184,169,142,142,38,50,44,27,104,77,36,28,25,39,80,65,54.02,29.61,,,,,,,,
First,Juan Martin Del Potro,6-7(1) 6-3 6-4 6-4,2014,m,Juan Martin Del Potro,Rhyne Williams,ARG,USA,64,57,16,29,3,1,84,80,56,51,216,212,192,186,144,144,50,50,32,26,122,107,46,55,29,39,75,67,47.04,40.8,,,,,,,,
First,Andreas Seppi,7-6(4) 6-3 5-7 5-7 7-5,2014,m,Andreas Seppi,Lleyton Hewitt,ITA,AUS,59,51,17,23,5,5,70,84,55,44,201,194,177,172,139,139,39,54,36,36,175,178,67,54,59,61,73,57,38.5,36.96,,,,,,,,
First,Kei Nishikori,6-3 5-7 6-2 4-6 6-2,2014,m,Kei Nishikori,Marinko Matosevic,JPN,AUS,66,61,6,14,6,9,72,66,52,43,198,194,173,176,143,143,47,33,43,35,167,147,44,46,50,63,69,53,37.44,28.38,,,,,,,,
First,Milos Raonic,7-6(2) 6-1 4-6 6-2,2014,m,Milos Raonic,Daniel Gimeno-Traver,CAN,ESP,64,56,21,5,7,5,86,63,47,46,226,195,197,175,144,144,35,50,44,28,127,96,48,22,29,33,70,67,40.42,28.98,,,,,,,,
First,Benoit Paire,7-6(12) 6-3 6-4,2014,m,Benoit Paire,Frank Dancevic,FRA,CAN,57,59,24,12,6,3,90,73,48,45,209,203,182,175,145,145,25,25,38,28,117,97,58,36,25,14,63,47,43.2,32.85,,,,,,,,
First,Nick Kyrgios,6-3 6-7(5) 6-2 7-6(2),2014,m,Nick Kyrgios,Benjamin Becker,AUS,GER,54,53,34,12,13,5,91,68,44,53,215,217,195,186,148,148,75,43,39,31,133,114,71,38,52,36,63,100,40.04,36.04,,,,,,,,
First,David Ferrer,6-3 6-4 6-4,2014,m,David Ferrer,Alejandro Gonzalez,ESP,COL,53,68,2,2,6,4,64,57,54,25,193,199,175,186,142,142,67,71,53,41,96,75,33,22,30,41,82,52,34.56,14.25,,,,,,,,
First,Richard Gasquet,7-5 6-4 6-1,2014,m,Richard Gasquet,David Guez,FRA,FRA,67,64,12,3,0,0,74,53,50,44,197,179,171,165,131,131,70,43,50,34,94,67,32,20,20,39,73,36,37,23.32,,,,,,,,
First,Tomas Berdych,6-3 6-4 6-3,2014,m,Tomas Berdych,Aleksandr Nedovesov,CZE,KAZ,66,61,9,8,0,2,83,65,79,47,218,213,196,183,141,141,29,0,42,18,97,67,35,22,17,37,57,69,65.57,30.55,,,,,,,,
First,Guillermo Garcia-Lopez,7-5 5-2 ret.,2014,m,Guillermo Garcia-Lopez,Tommy Haas,ESP,GER,58,52,7,4,3,7,77,71,44,38,194,194,180,178,154,154,100,50,45,37,65,55,19,18,9,35,60,100,33.88,26.98,,,,,,,,
First,Stanislas Wawrinka,6-4 4-1 ret.,2014,m,Stanislas Wawrinka,Andrey Golubev,SUI,KAZ,63,64,4,0,1,0,91,50,46,50,213,202,189,174,148,148,44,50,50,26,54,37,23,8,11,15,93,50,41.86,25,,,,,,,,
First,Denis Istomin,6-4 7-5 6-4,2014,m,Denis Istomin,Marcos Baghdatis,UZB,CYP,77,52,9,8,1,4,70,80,63,33,202,207,182,187,143,143,31,11,43,31,126,106,41,37,41,50,75,70,44.1,26.4,,,,,,,,
First,Novak Djokovic,6-3 7-6(2) 6-1,2014,m,Novak Djokovic,Lukas Lacko,SRB,SVK,68,61,10,5,0,1,83,63,68,50,202,201,190,182,153,153,50,33,42,22,101,70,40,17,30,29,89,73,56.44,31.5,,,,,,,,
First,Ernests Gulbis,1-6 6-4 7-6(4) 6-2,2014,m,Ernests Gulbis,Juan Monaco,LAT,ARG,53,76,17,0,11,4,78,75,47,44,223,192,208,166,142,142,60,25,32,37,127,128,59,16,79,35,57,69,36.66,33,,,,,,,,
First,Alexandr Dolgopolov,7-5 7-5 6-2,2014,m,Alexandr Dolgopolov,Richard Berankis,UKR,LTU,58,50,7,10,4,3,79,68,61,46,207,196,183,183,146,146,31,33,43,29,114,91,37,28,31,38,100,55,48.19,31.28,,,,,,,,
First,Kenny de Schepper,7-5 7-5 7-6(2),2014,m,Kenny de Schepper,Di Wu,FRA,CHN,62,60,19,3,13,5,76,61,40,58,214,189,184,160,128,128,36,15,40,38,134,125,58,33,66,36,66,66,30.4,35.38,,,,,,,,
First,Vasek Pospisil,6-4 6-3 6-4,2014,m,Vasek Pospisil,Samuel Groth,CAN,AUS,67,65,6,16,4,4,90,67,52,52,204,234,191,192,166,166,40,0,39,23,94,74,31,35,17,25,60,47,46.8,34.84,,,,,,,,
First,Matthew Ebden,6-3 7-5 4-6 0-6 6-3,2014,m,Matthew Ebden,Nicolas Mahut,AUS,FRA,67,64,7,7,7,4,66,72,52,47,211,202,176,186,153,153,50,40,37,39,131,137,45,49,55,57,76,52,34.32,33.84,,,,,,,,
First,Jerzy Janowicz,1-6 4-6 6-4 6-2 6-1,2014,m,Jerzy Janowicz,Jordan Thompson,POL,AUS,64,60,18,13,11,8,72,73,46,40,226,213,196,186,152,152,56,30,40,38,153,140,62,40,64,36,67,64,33.12,29.2,,,,,,,,
First,Sam Querrey,6-3 6-2 3-6 7-6(3),2014,m,Sam Querrey,Santiago Giraldo,USA,COL,63,65,24,9,4,3,81,70,51,55,213,203,180,175,136,136,57,29,35,30,122,108,47,35,45,41,82,50,41.31,38.5,,,,,,,,
